ID,ACCOUNT_TYPE,LIMIT_BAL,GENDER,AGE,MARITAL_STATUS,EDUCATION,JOB_TYPE,HOUSING,LOAN,default payment in Jan 2022
X000389,Current account,150664,Male,43,Single,Primary school,Administration,yes,no,0
X000390,Current account,260714,Male,31,Married,Middle school,Part-time,yes,no,1
X000391,Current account,350896,Male,38,unknown,Middle school,Administration,no,no,0
X000392,Salary account,279406,Female,41,Married,College degree,Technician,no,yes,0
X000393,Salary account,309596,Male,46,Married,Vocational degree,Services,no,no,0
X000394,Current account,139773,Female,27,Married,Secondary school,Administration,no,no,0
X000395,Salary account,359391,Male,49,Married,Vocational degree,Technician,no,yes,0
X000396,Current account,139160,Female,29,Married,Secondary school,Administration,no,no,0
X000397,Current account,100013,Male,37,Married,High school,Part-time,no,no,0
X000398,Current account,50630,Female,21,Divorced,High school,Business owner,no,no,0
X000399,Savings account,210862,Female,31,Married,College degree,Entreprenuer,yes,no,0
X000400,Current account,119753,Female,24,Married,Primary school,Administration,no,no,0
X000401,Salary account,239028,Male,30,Single,Vocational degree,Technician,no,no,0
X000402,Salary account,60825,Female,43,Married,Vocational degree,Technician,unknown,no,0
X000403,Salary account,150539,Male,41,Married,High school,Services,yes,no,1
X000404,Salary account,30435,Male,48,Married,Vocational degree,Technician,yes,no,0
X000405,Savings account,159864,Female,29,Married,Primary school,Administration,no,no,0
X000406,Salary account,200196,Male,50,Married,Vocational degree,Technician,yes,yes,0
X000407,Current account,119465,Female,27,Divorced,Middle school,Administration,no,no,0
X000408,Salary account,499714,Male,35,Married,Vocational degree,Technician,yes,unknown,0
X000409,Salary account,319246,Female,26,Married,Vocational degree,Services,no,no,0
X000410,Salary account,279066,Male,30,Married,Vocational degree,Technician,yes,no,0
X000411,Savings account,60395,Female,24,Married,Primary school,Administration,no,no,1
X000412,Current account,199481,Female,37,Married,Middle school,Administration,no,no,0
X000413,Salary account,229561,Female,30,Married,Vocational degree,Services,no,no,0
X000414,Current account,229268,Female,27,unknown,Middle school,Business owner,no,no,1
X000415,Current account,480426,Female,40,Married,High school,House help,yes,no,0
X000416,Current account,49347,Female,35,Married,Middle school,Administration,yes,no,0
X000417,Current account,200753,Female,32,Single,Secondary school,Administration,yes,no,0
X000418,Current account,50873,Female,28,Married,High school,Business owner,no,no,0
X000419,Current account,50133,Male,48,Married,Secondary school,Part-time,yes,no,0
X000420,Current account,259266,Female,34,Single,Middle school,Business owner,yes,no,1
X000421,Current account,29231,Male,26,Married,Primary school,Administration,yes,no,0
X000422,Salary account,439983,Female,28,Married,Vocational degree,Services,no,no,0
X000423,Current account,229957,Female,38,Married,Primary school,Administration,no,no,0
X000424,Savings account,199832,Male,37,Married,Primary school,Administration,no,no,1
X000425,Salary account,489990,Female,29,Married,Vocational degree,Technician,yes,yes,0
X000426,Current account,79556,Female,30,Married,Primary school,Administration,no,no,0
X000427,Current account,19812,Female,49,Married,Secondary school,House help,no,no,0
X000428,Current account,169525,Female,32,Married,Middle school,Part-time,yes,no,1
X000429,Current account,69677,Male,25,Married,College degree,Management,yes,no,0
X000430,Current account,210509,Female,31,Married,Primary school,Administration,no,no,0
X000431,Current account,90137,Female,24,Divorced,High school,Business owner,no,no,0
X000432,Salary account,389018,Female,27,Married,unknown,Administration,no,yes,0
X000433,Current account,109552,Female,31,Single,Middle school,Administration,yes,no,0
X000434,Current account,579693,Female,36,Single,High school,Business owner,yes,no,0
X000435,Current account,359328,Male,55,Married,College degree,Management,no,no,0
X000436,Current account,270369,Female,30,Married,Secondary school,Business owner,yes,no,1
X000437,Current account,60245,Female,25,Married,High school,Part-time,yes,no,0
X000438,Current account,109788,Male,37,Married,Middle school,Administration,no,no,1
X000439,Salary account,50649,Female,26,Divorced,Vocational degree,Technician,no,no,0
X000440,Current account,80783,Female,23,Married,Middle school,Part-time,yes,no,1
X000441,Salary account,49069,Male,25,Married,Vocational degree,Services,no,no,0
X000442,Salary account,100641,Male,32,Married,Vocational degree,Technician,no,yes,0
X000443,Current account,29925,Female,27,Divorced,High school,Part-time,no,no,0
X000444,Current account,200176,Female,26,Married,Secondary school,Administration,yes,no,0
X000445,Current account,240549,Male,43,Married,Middle school,Business owner,no,no,0
X000446,Current account,219956,Male,34,Married,High school,Part-time,no,no,0
X000447,Current account,160569,Female,27,Married,Primary school,Administration,no,no,0
X000448,Current account,179307,Female,52,Married,Secondary school,Administration,no,no,0
X000449,Current account,200543,Male,41,Married,High school,Part-time,no,no,0
X000450,Salary account,139911,Female,29,Married,Vocational degree,Technician,no,yes,0
X000451,Savings account,380714,Male,51,Married,Primary school,Administration,no,no,1
X000452,Current account,600254,Male,55,Single,Middle school,Part-time,yes,no,0
X000453,Current account,259018,Male,35,Married,Secondary school,Part-time,no,no,0
X000454,Current account,199099,Female,24,Married,Secondary school,Administration,yes,no,0
X000455,Current account,80594,Male,40,Married,Primary school,Administration,yes,no,0
X000456,Current account,40799,Male,38,Married,High school,Business owner,no,no,0
X000457,Current account,129009,Male,37,Married,Secondary school,Administration,yes,no,0
X000458,Current account,50044,Male,32,Single,Middle school,Administration,yes,no,0
X000459,Current account,229714,Female,40,Married,Primary school,Administration,no,no,0
X000460,Savings account,70544,Male,47,Married,Primary school,Administration,no,no,0
X000461,Current account,179661,Female,40,Single,High school,Part-time,no,no,0
X000462,Salary account,79688,Female,36,Divorced,Vocational degree,Technician,no,yes,0
X000463,Salary account,290469,Female,27,Married,Vocational degree,Services,yes,no,0
X000464,Salary account,229546,Female,29,Single,Vocational degree,Technician,yes,no,0
X000465,Salary account,170569,Female,57,Married,Vocational degree,Services,no,no,0
X000466,Current account,230458,Male,61,Married,Primary school,Part-time,yes,no,1
X000467,Salary account,220708,Male,37,Married,unknown,Unemployed,no,yes,1
X000468,Salary account,230303,Male,33,Married,Vocational degree,Services,yes,no,0
X000469,Current account,500462,Male,37,Married,High school,Part-time,yes,no,0
X000470,Current account,89734,Female,43,Married,Secondary school,Part-time,no,no,0
X000471,Savings account,389762,Female,33,Single,Primary school,Administration,unknown,no,1
X000472,Current account,399195,Female,41,Married,High school,Part-time,yes,no,0
X000473,Current account,179855,Male,32,Divorced,High school,Part-time,no,no,0
X000474,Current account,60633,Male,39,Married,High school,House help,yes,no,0
X000475,Current account,119982,Female,34,Divorced,Secondary school,Administration,no,no,0
X000476,Salary account,59636,Female,28,Married,Vocational degree,Technician,no,yes,0
X000477,Current account,50419,Male,44,Married,Secondary school,Administration,no,no,0
X000478,Current account,69891,Female,39,Married,Secondary school,Part-time,no,no,0
X000479,Current account,500147,Female,39,Married,Primary school,Administration,no,no,0
X000480,Current account,200304,Male,31,Married,Primary school,Administration,no,no,0
X000481,Savings account,250513,Female,41,Single,College degree,Entreprenuer,no,no,0
X000482,Salary account,140210,Male,26,Married,High school,Services,yes,unknown,1
X000483,Salary account,69309,Female,26,Married,Vocational degree,Technician,no,yes,0
X000484,Current account,89712,Male,46,Married,Primary school,Administration,yes,no,0
X000485,Savings account,99411,Female,44,Married,College degree,Management,yes,no,0
X000486,Salary account,189568,Male,30,Married,Vocational degree,Services,unknown,no,0
X000487,Current account,230261,Female,43,Single,Primary school,Administration,no,no,0
X000488,Salary account,319913,Male,40,Married,unknown,Technician,yes,yes,0
X000489,Current account,219650,Female,35,Married,Secondary school,House help,no,no,1
X000490,Current account,259530,Female,34,Married,Secondary school,Administration,yes,no,0
X000491,Salary account,90525,Female,33,Married,Vocational degree,Technician,yes,no,0
X000492,Current account,29888,Female,43,Married,College degree,Management,no,no,0
X000493,Current account,259059,Male,31,Married,High school,Part-time,no,no,0
X000494,Current account,169545,Female,30,Married,Secondary school,Administration,no,no,0
X000495,Salary account,79021,Female,29,Single,Vocational degree,Technician,unknown,yes,0
X000496,Salary account,49341,Male,40,Married,Vocational degree,Services,unknown,no,0
X000497,Salary account,200428,Female,49,Married,Vocational degree,Services,yes,no,0
X000498,Salary account,20622,Male,22,Divorced,Vocational degree,Student,yes,no,0
X000499,Salary account,250930,Female,49,Married,Vocational degree,Technician,yes,yes,0
X000500,Current account,19122,Male,38,Married,High school,Part-time,yes,no,0
X000501,Salary account,29188,Female,40,Married,Vocational degree,Technician,no,no,0
X000502,Salary account,89401,Female,35,Married,Vocational degree,Services,unknown,no,0
X000503,Salary account,230147,Female,47,Married,Vocational degree,Technician,no,no,0
X000504,Current account,129932,Female,31,Divorced,Middle school,Part-time,yes,no,0
X000505,Current account,29469,Male,52,Married,Secondary school,Part-time,yes,no,0
X000506,Current account,159978,Male,35,Married,Primary school,Administration,no,no,0
X000507,Current account,500272,Female,45,Single,High school,Part-time,no,no,0
X000508,Current account,179562,Female,27,Single,Secondary school,Part-time,yes,no,0
X000509,Salary account,80916,Female,28,Married,College degree,Entreprenuer,yes,no,0
X000510,Salary account,120162,Male,25,Married,Vocational degree,Services,yes,no,0
X000511,Current account,129818,Male,30,Married,Secondary school,Part-time,no,no,0
X000512,Salary account,120153,Female,35,Married,High school,Entreprenuer,no,no,1
X000513,Current account,360883,Male,29,Married,High school,Part-time,yes,no,0
X000514,Salary account,50483,Male,24,Married,College degree,Technician,yes,yes,1
X000515,Current account,19705,Female,25,Married,Secondary school,Part-time,yes,no,0
X000516,Salary account,99032,Male,56,Married,Vocational degree,Entreprenuer,yes,no,0
X000517,Current account,69174,Male,32,Single,Secondary school,Part-time,yes,no,0
X000518,Savings account,49139,Male,46,Married,College degree,Management,no,no,0
X000519,Current account,10432,Female,24,Married,Secondary school,Administration,no,no,0
X000520,Salary account,289319,Female,34,Married,Vocational degree,Technician,no,yes,0
X000521,Current account,29383,Female,30,Married,Secondary school,Part-time,unknown,no,0
X000522,Salary account,409016,Female,29,Married,Vocational degree,Services,no,no,0
X000523,Salary account,359791,Male,27,Married,Secondary school,Management,yes,no,0
X000524,Salary account,139577,Female,44,Married,Vocational degree,Technician,no,yes,0
X000525,Salary account,209376,Female,31,Married,Vocational degree,Student,no,no,0
X000526,Salary account,219133,Female,27,Single,Vocational degree,Entreprenuer,yes,no,0
X000527,Current account,19737,Male,26,Single,Primary school,Administration,no,no,0
X000528,Savings account,619951,Female,43,Divorced,Primary school,Administration,yes,no,0
X000529,Current account,360597,Male,24,Divorced,High school,Part-time,no,no,0
X000530,Current account,20932,Female,20,Married,Secondary school,Administration,no,no,0
X000531,Current account,50942,Male,21,Married,Secondary school,Administration,no,no,0
X000532,Current account,50128,Male,30,Married,College degree,Management,yes,no,0
X000533,Current account,9364,Male,44,Married,Secondary school,Business owner,no,no,0
X000534,Current account,99560,Female,49,Married,College degree,Business owner,no,no,0
X000535,Salary account,50401,Male,25,Married,Vocational degree,Technician,no,yes,0
X000536,Current account,60674,Male,26,Married,Middle school,Administration,no,no,0
