ID,1M_BA,2M_BA,3M_BA,4M_BA,5M_BA,6M_BA,default payment in Jan 2022
X000616,21627,23081,23392,24120,24192,3287,0
X000617,0,0,0,0,641,0,0
X000618,137796,123679,104312,106617,109261,101222,0
X000619,58754,53249,38443,39642,39641,39068,0
X000620,80824,79116,70749,71718,70749,70627,0
X000621,36230,36105,37610,33055,30300,31586,0
X000622,366,-125,375,435,558,578,0
X000623,7642,0,0,0,0,0,0
X000624,0,0,0,0,171,559,0
X000625,530,0,0,0,0,0,0
X000626,13071,13958,15000,16004,15581,15906,0
X000627,59960,55351,51717,51703,49946,49942,0
X000628,708,587,669,580,641,609,0
X000629,29488,28914,29058,29175,29462,29642,0
X000630,4343,7156,3890,3479,6873,10018,0
X000631,1449,0,0,0,0,0,0
X000632,26741,27972,29320,30493,33825,33235,0
X000633,16678,16519,6501,4349,1310,0,0
X000634,0,0,0,0,0,0,0
X000635,46482,35691,34350,30443,22623,23386,0
X000636,509,326,0,271,0,0,0
X000637,5670,6652,5956,6864,6911,4780,0
X000638,21936,21608,20957,19908,18825,18748,0
X000639,60181,1978,4550,20435,76911,173538,0
X000640,56428,58188,59140,55806,53583,51369,0
X000641,148305,148404,151297,141870,144891,147848,0
X000642,100184,50489,49997,0,0,0,0
X000643,46158,50435,54039,58000,61627,65603,0
X000644,276495,239091,149097,48932,53105,51429,0
X000645,29540,19453,18801,19084,19547,21163,0
X000646,214538,147331,149911,0,-5013,0,0
X000647,35288,35279,0,0,0,0,0
X000648,77660,77379,66359,55636,56798,58297,0
X000649,186218,181723,192190,195452,199305,51819.3,1
X000650,21025,20700,20298,19603,18829,18167,0
X000651,0,0,1016,400,-158,-215,0
X000652,14365,7437,7856,7520,7588,14494,0
X000653,20074,20180,18141,18655,19128,19612,0
X000654,-227,-241,0,42050,0,0,0
X000655,8163,9091,9605,7557,8001,6844,0
X000656,2033,3464,5568,5469,3768,3521,0
X000657,13720,15679,16380,7827,1951,0,0
X000658,46995,48692,49380,50387,43925,15813,0
X000659,53238,37993,19810,14585,0,1426,0
X000660,407,312,1196,1729,2907,1055,0
X000661,14052,8008,12400,12159,13343,7964,0
X000662,42777,45022,0,872,1433,0,1
X000663,1134,40018,0,0,0,413,0
X000664,5149,6026,6329,6013,5890,437,0
X000665,24085,25366,28821,29103,29756,30538,0
X000666,129984,129357,96866,98104,97730,100224,0
X000667,61534,62800,63694,63915,67265,59414,0
X000668,25124,25523,25960,25803,26238,26953,0
X000669,97089,102657,97965,103369,97356,101563,0
X000670,5746,7428,7678,7254,7472,7686,1
X000671,99611,32346,31925,37079,37580,36804,0
X000672,12832,14181,14975,15600,16437,17073,0
X000673,96101,82405,82018,82111,78922,79311,0
X000674,2466,2376,2440,2377,2396,1707,0
X000675,97735,99574,102009,102278,104020,105759,0
X000676,64713,63116,32745,31572,29172,28332,1
X000677,145709,156775,159300,161874,165721,87832.13,0
X000678,72078,122078,147963,149628,152607,156230,0
X000679,3429,1082,4375,7432,4063,2577,0
X000680,29020,16979,7040,7083,6966,6994,0
X000681,26730,20867,20666,21096,22190,22241,0
X000682,0,0,972,0,0,0,0
X000683,4169,5396,6209,0,0,0,0
X000684,106424,108943,112332,54687,58243,57213,0
X000685,247218,241158,238237,231537,229664,235849,0
X000687,812,0,805,684,1162,325.36,1
X000688,162658,166293,162006,167222,161400,171799,0
X000689,122957,125576,129681,130798,133463,136211,0
X000690,51376,51836,47578,43951,42299,42521,0
X000691,59940,72169,51405,54372,0,2138,0
X000692,1245,821,0,0,0,0,0
X000693,159410,156884,132144,119063,122143,125066,1
X000694,55578,59544,57491,57945,60782,59238,0
X000695,43469,434,457,14158,5381,2898,0
X000696,0,0,0,0,0,0,0
X000697,27969,28535,11647,6532,7418,7565,0
X000698,8891,7410,0,0,0,0,0
X000699,28044,41264,51549,35818,3942,13990,0
X000700,43557,43184,36215,30306,30233,583,0
X000701,0,8159,0,0,1469,0,0
X000702,5743,117,119,0,7456,8644,0
X000703,8183,9745,8197,0,0,0,1
X000704,52551,51325,49896,20121,20003,37643,0
X000705,22587,26487,25794,25183,24525,26337,0
X000706,15484,16376,18169,18477,18697,9909.41,1
X000707,58024,59071,56334,53607,51540,50641,0
X000708,12218,11804,13228,12796,13557,14610,0
X000709,10398,7182,706,744,683,1332,0
X000710,16403,17513,18395,18405,18806,9915,0
X000711,17760,18273,17973,18573,19067,18014,0
X000712,47848,25018,25810,26449,28005,46179,0
X000713,18841,14308,3815,2496,230,0,0
X000714,0,1717,0,0,0,4779,0
X000715,121,686,567,1228,-86,2210,0
X000716,34876,32339,31326,31959,33517,29666,0
X000717,80996,80253,82257,82615,85239,87021,0
X000718,69487,69001,38878,3745,1213,0,1
X000719,0,0,0,0,0,0,0
X000720,45273,41941,42900,23800,11748,27322,0
X000722,7956,9621,8567,8696,9299,1952.79,1
X000723,0,3406,3333,3272,3374,3369,0
X000724,9265,13958,3943,248,8437,256,0
X000725,25841,27285,28685,30045,29459,31471,0
X000726,7089,8322,9783,9544,9713,10263,1
X000727,12880,4543,19635,8914,5243,1019,0
X000728,-23,2638,-369,-425,-381,80,0
X000729,49573,134003,128242,79319,8971,49877,0
X000730,470,231,487,1251,681,1060,1
X000731,9852,10999,12706,9959,10887,7660,0
X000732,152925,156045,158279,161920,165381,168757,0
X000733,1308,600,568,72,43,75,0
X000734,252,249,0,404,660,0,0
X000735,46090,41135,40049,40722,38459,30932,0
X000736,27371,-1030,17635,17870,18378,18596,0
X000737,101600,101956,101468,100750,102001,96623,0
X000738,142850,126529,67894,58382,105319,105865,0
X000739,92803,94701,93883,85786,86530,84054,0
X000740,17233,19212,23507,22855,23219,23718,0
X000741,109839,79660,78434,80168,81768,84226,0
X000742,994,2080,3839,0,0,0,0
X000743,56744,57862,57680,54942,55850,55766,0
X000744,42962,43294,44076,41026,39863,40165,0
X000745,29474,28669,16897,12625,10502,12528,0
X000746,21293,22998,24257,25484,29902,34347,0
X000747,10811,11920,13594,14989,16483,16752,0
X000748,280902,275217,272048,193321,187570,63773.8,0
X000749,448,440,379,4858,5187,1296.75,0
X000750,37635,37009,36282,36416,35150,15817.5,1
X000751,0,0,1848,2789,3981,5087,0
X000752,84661,87415,87812,18827,-835,73469,0
X000753,48126,46835,42104,19175,2924,1666.68,0
X000754,43389,43939,39111,29094,22676,11682,0
X000755,966,1590,1555,318,588,2115,0
X000756,110135,112533,114744,116444,45632,51044,0
X000757,4024,5953,16022,24681,19428,20143,0
X000758,9670,10087,1791,-907,6112,12710,0
X000759,25080,21307,15944,9628,2218,64606,0
X000760,31332,31162,31620,31033,30629,30552,0
X000761,43424,43302,23514,22057,21090,18678,0
X000762,294,0,0,242,0,0,0
X000763,7942,67644,6061,0,88354,85871,0
X000764,19411,3046,2165,3067,0,0,0
X000765,240899,233758,238069,242608,238248,233642,0
X000766,2130,2184,5473,4606,3569,1110,0
X000767,81694,46005,34403,36891,38105,40437,0
X000768,11434,3655,7478,10122,11796,8158,0
X000769,68,0,0,0,0,629,0
X000770,2234,4253,1228,2449,0,0,0
X000771,10761,15260,14948,9798,11102,8204,0
X000772,353,248,342,325,402,560,0
X000773,10956,9469,10412,10523,10216,10071,0
X000774,113938,116082,112033,112762,114901,118007,0
X000775,7351,5221,31865,11062,0,0,0
X000776,29715,21683,28779,42719,46349,38004,0
X000777,12697,16143,2047,5298,1426,3320,0
X000778,1524,1265,510,-829,-510,1350,0
X000779,47928,49204,42671,602,4720,2397,1
X000780,0,0,132,0,35967,32867,0
X000781,40638,44497,42801,44079,41328,34599,0
X000782,736,3090,1591,1213,1406,1032,0
X000783,79614,81592,82745,83626,85364,87191,1
X000784,0,0,2510,0,0,0,1
X000785,87828,73432,72389,76903,75208,76738,0
X000786,31482,22079,0,0,0,0,0
X000787,899,300,0,1549,1836,0,0
X000788,2568,191,1919,11613,16236,32587,0
X000789,11862,12199,12392,14397,14714,4076,0
X000790,54988,57923,9379,0,0,0,0
X000791,25437,26540,25825,25869,26446,27313,0
X000792,-95,237,40,-217,-559,1104,0
X000793,5283,5447,-287,-325,-361,-332,0
X000794,-286,-190,-213,-309,-278,2116,0
X000795,46654,48355,48319,18236,19272,20358,0
X000796,96977,74433,75036,76721,78180,80312,0
X000797,0,0,0,0,0,0,0
X000798,13884,9505,5411,7844,0,0,0
X000799,15412,18029,18114,18399,17922,18131,0
X000800,37173,35783,34162,32384,30379,28072,0
X000801,423,12754,1284,0,0,3015,0
X000802,20600,20021,19331,19361,17384,16408,0
X000803,2001,693,0,7495,10129,11018,0
X000804,6663,6654,0,0,0,0,0
X000805,31075,6343,0,0,0,0,0
X000806,25233,25050,20895,0,0,65784,0
X000807,932,6876,1813,1145,7341,3637,0
X000808,16731,18805,19806,19243,20528,19971,0
X000809,31133,32185,33097,33636,35705,35080,0
X000810,2751,38448,38965,28503,27172,27954,0
X000811,70120,76497,73687,12295,12307,0,0
X000812,99278,102351,109554,255,1937,61769,0
X000813,0,0,0,0,1184,0,0
X000814,24846,21408,16267,11330,11378,6147,0
X000815,66090,67326,68369,69329,70772,72168,1
X000816,213832,229007,223884,158467,162147,108180,0
X000817,55012,51365,49689,50355,49182,47174,0
X000818,4164,542,2965,0,8390,6127,0
X000819,2540,2649,4547,2585,2620,3773,0
X000820,15334,4181,19455,17866,18467,18760,0
X000821,725,0,434,741,357,457,0
X000822,48839,48044,48589,26716,25965,26751,1
X000823,55346,58344,36288,35110,34663,63254,0
X000824,20192,20311,19538,20053,20246,19625,0
X000825,11093,11500,11835,12736,12632,12364,0
X000826,0,7089,2924,0,0,0,0
X000827,27025,26297,26962,27656,29289,28665,0
X000828,8700,8085,7602,8113,6930,5923,0
X000829,2972,199505,761,0,0,1511,0
X000830,20941,4695,47313,16494,9342,9605,0
X000831,2020,3554,2973,1623,3665,0,0
X000832,24246,23893,23293,22696,21703,21068,0
X000833,152544,62036,54609,14268,97368,90623,1
X000834,546,0,12921,14243,13653,0,0
X000835,17258,16906,16004,18718,0,0,0
X000836,1604,2408,0,4817,2721,3240,0
X000837,22948,23773,24237,24505,25103,25404,0
X000838,15117,16151,16834,17618,18139,18813,0
X000839,88886,79869,80525,92967,98448,103153,0
X000840,0,0,0,0,0,0,0
X000841,79413,79401,79749,29097,26503,27038,0
X000842,67638,68564,63236,57982,53854,39916,0
X000843,0,0,0,0,7457,6853,0
X000844,0,0,0,0,0,163,0
X000845,315202,332050,375113,354905,369629,367385,0
X000846,4346,4779,2739,6118,10744,8423,0
X000848,47662,50251,50412,32262,29502,6490.44,1
X000849,151202,153699,150261,147917,143431,143160,0
X000850,749,671,15334,14934,15017,14962,0
X000851,20121,21394,24650,24036,43335,44075,0
X000852,29123,30816,29249,29560,23356,22348,0
X000853,30431,0,0,0,0,0,0
X000854,44699,44158,44642,43379,43991,44514,0
X000855,4916,6644,9380,8582,9995,0,0
X000856,26915,26173,17072,27458,16044,7319,0
X000857,26511,29334,30220,29303,33919,34538,0
X000858,50415,51497,52066,52663,54111,53122,0
X000859,131047,133640,131919,127511,128704,129618,0
X000860,20181,19225,20041,19656,19788,6398,0
X000861,0,0,0,0,0,0,0
X000862,1091,2830,38897,45138,47103,46296,0
X000863,2528,2492,2492,2376,2544,712.32,0
X000864,15955,9115,9867,10070,9817,8676,0
X000865,43434,44601,45669,49040,47522,49759,0
X000866,28280,28894,29425,27643,27311,27489,0
X000867,119316,123107,0,0,0,0,0
X000868,29155,0,0,0,0,0,0
X000869,105229,90421,74512,73963,76157,78306,0
X000870,310503,314951,314182,317601,315806,305516,0
X000871,14557,15673,16576,16941,17352,17690,0
X000872,35569,36989,38521,38962,40752,43107,0
X000873,13688,8415,2430,2428,11378,107,0
X000874,4473,3276,7311,5044,2799,1792,0
X000875,2920,0,295,428,442,467,0
X000876,30626,29624,30324,30553,30390,29730,0
X000877,45397,50322,54738,59318,64063,68805,0
X000878,5866,5274,966,3038,3196,9577,0
X000879,23561,24641,20246,10824,10653,10740,0
X000880,15348,16289,17307,17817,19383,18931,0
X000881,5002,-160,11438,11765,11851,5395,0
X000882,0,0,0,0,0,0,0
X000883,223934,227230,184536,128229,130969,133537,0
X000884,48006,48446,48030,28522,29067,29571,0
X000885,51793,27192,28047,28792,29341,2640.69,0
X000886,49559,51835,53008,55174,57154,59168,0
X000887,1582,1747,1369,1038,879,-272,0
X000888,2575,13412,3141,13219,6566,2577,0
X000889,24386,22824,19387,16248,14755,14428,0
X000890,149467,139718,133165,106053,51041,38504,0
X000891,794,249,628,167,110,315,0
X000892,13572,15122,15850,12592,18609,12288,0
X000893,28381,25645,11493,2448,0,0,0
X000894,137540,199601,122172,105520,100272,96161,0
X000895,280,0,0,0,0,0,0
X000896,10,75,180,161,110,36,0
X000897,92538,94742,92400,101154,99348,101666,0
X000898,131864,133970,129769,138664,136183,145074,0
X000900,3884,11479,5877,391,1909,0,0
X000901,0,2512,0,0,0,0,0
X000902,4055,0,0,2878,1664,0,0
X000903,168199,155924,119485,51281,51891,34515,0
X000904,155042,0,0,0,0,0,0
X000905,57275,58613,59906,62869,63901,63201,0
X000906,27672,30426,29357,21364,29614,29156,0
X000907,4167,5104,3721,561,382,2759,1
X000908,22439,12417,4242,3151,712,0,0
X000909,7059,9888,11070,12998,14463,0,0
X000910,79743,27438,68138,39060,54459,46129,0
X000911,85917,92902,92789,88563,90960,88881,0
X000912,386320,388003,293106,274574,253536,253736,0
X000913,68080,70059,71777,73564,75465,77125,0
X000914,17180,23969,23119,21914,21975,0,0
X000915,19884,20567,21923,22511,22933,23464,0
X000916,0,0,0,0,0,3934,0
X000917,54905,47980,48562,48299,47938,33925,0
X000918,0,0,0,0,0,0,0
X000919,471833,478296,395520,386343,356244,352348,0
X000920,22052,25058,29199,32661,38236,43744,0
X000921,0,0,0,0,1957,2467,0
X000922,27249,28317,31918,31011,31760,32566,0
X000923,8452,13140,17635,22111,26699,31444,0
X000924,1395,831,473,808,348,627,0
X000925,27478,28390,28587,28965,24098,0,0
X000926,11465,14778,13946,13360,13451,6725.5,0
X000927,5825,6680,8094,8093,8271,8503,0
X000928,50356,50469,49173,40806,20164,20392,0
X000929,10707,21255,11884,40363,9153,17889,0
X000930,1327,4010,1024,2443,2859,1235,0
X000931,68330,60368,48640,50900,53872,56787,0
X000932,9926,3561,84372,866,11650,5009.5,0
X000933,2041,-13,845,0,924,369.6,1
X000934,7951,9058,11656,11153,12891,12490,0
X000935,16944,17675,18521,10344,10674,10687,0
X000936,21023,6446,2247,0,0,0,0
X000937,47685,52092,53854,54875,55908,57474,0
X000938,11782,5928,7027,41879,10484,1764,0
X000939,15587,14978,17725,17171,18732,23354,1
X000940,5208,10196,10233,10276,10643,11110,0
X000941,42622,34705,27038,18617,20145,19712,0
X000942,1175,1187,1291,1163,1325,1193,0
X000943,4796,3491,0,5847,5888,1077,0
X000944,1185,1298,1239,1293,625,358,0
X000945,3780,3898,2025,2321,3428,1145,0
X000946,15954,8256,1037,970,616,3550,0
X000947,219167,217051,187845,186239,191761,191794,0
X000948,47165,48416,49514,18949,19535,19891,0
X000949,190197,181155,120256,129372,113374,164354,0
X000950,2092,1053,2028,2148,1011,2066,0
X000951,12917,13432,6706,6688,0,0,1
X000952,80974,78290,76231,76905,77520,79025,0
X000953,10957,26212,104258,103964,102024,90186,0
X000954,3053,2850,2011,5735,2705,2709,0
X000955,2436,2111,2074,1789,107609,107970,0
X000956,117178,11144,15467,18043,17506,19906,0
X000957,21795,21026,18591,13487,109740,105615,0
X000958,6136,6709,7594,408,256,2.56,1
X000959,4389,33734,14213,16371,10932,2196,0
X000960,1238,71,8276,5907,23073,2269,0
X000961,8237,7866,-14,-6,93,65,0
X000962,487,325,359,823,326,703,0
X000963,33780,35966,26143,27475,29145,31635,0
X000964,27855,28711,29614,30225,24560,22845,0
X000965,14859,12250,3918,11138,6554,6230,0
X000966,294740,292877,291720,287963,274532,266637,0
X000967,0,0,1370,800,0,0,0
X000968,1020,4015,4173,999,1050,1288,0
X000969,42706,41069,44321,47061,48463,14686,0
X000970,74238,30592,6388,4645,2750,54017,0
X000971,12006,61771,25159,37631,19448,10427,0
X000972,133488,133473,132192,101875,101033,101507,0
X000973,10091,12760,12158,14003,13641,14828,0
X000974,78,6435,2206,27,1309,52,0
X000975,134233,127385,107463,69306,70720,72253,1
X000976,49591,61108,31579,15201,18082,18230,0
X000977,6095,7515,7230,3787,5806,0,0
X000978,679,666,41,55602,1069,368,0
X000979,5690,6698,10662,7761,6713,5483,1
X000980,148679,145264,145288,153824,151138,145809,0
X000981,64003,65277,63002,64234,59451,60850,0
X000982,34436,33888,33234,32443,31362,30632,0
X000983,45078,81194,18169,27204,21460,10300.8,0
X000984,44719,41476,40740,40786,40525,40727,0
X000985,49789,50186,50093,20172,18748,18264,0
X000986,987,6327,9,1033,4971,1231,1
X000987,134792,135692,120937,102445,40100,40859,0
X000988,0,0,0,0,0,0,0
X000989,286649,290766,283974,294277,297873,279523,0
X000990,62755,60864,56769,55381,53972,53089,0
X000991,58285,59812,201,29958,30511,31366,0
X000992,1155,775,243,854,42,17.22,0
X000993,57439,58606,59910,61099,62310,63595,0
X000994,279755,169458,68815,12791,0,0,1
X000995,0,0,0,0,0,0,1
X000996,-194,-274,-166,0,60795,0,0
X000997,39761,40841,41813,44516,45410,46299,0
X000998,0,0,0,0,0,0,0
X000999,776,0,818,385,487,68.18,0
X001000,113320,110072,111652,83823,86363,88836,0
X001001,94525,95938,67790,-2586,95710,101372,0
X001002,81777,86691,8441,96997,103546,3617,0
X001003,5043,-763,1209,691,1245,871,0
X001004,0,0,0,0,0,0,0
X001005,511,9703,3442,2494,0,0,0
X001006,3019,5117,1457,2547,452,1793,0
X001007,1371,4132,0,0,0,1065,0
X001008,166221,169149,136614,136541,133117,135304,0
X001009,19847,24555,23861,23208,22752,51267,0
X001010,79997,0,0,0,0,0,0
X001011,164709,170531,150659,133420,133518,132893,0
X001012,2777,2101,672,-825,-1645,-2287,0
X001013,29794,53323,10954,8030,22750,12419,0
X001014,79091,52077,44330,42094,33805,29771,0
X001015,92959,76270,51637,83,-45,-113,0
X001016,129592,107168,103911,94530,90587,92441,0
X001017,2175,11086,0,12397,0,11771,1
X001018,131834,134161,125378,99333,90634,92330,1
X001019,18,-87,3446,1275,1167,1727,0
X001020,4051,0,0,0,0,0,0
X001021,69432,70303,69924,68108,65898,62521,0
X001022,142740,126258,75321,78727,95467,57658,0
X001023,138411,109074,101821,62915,60736,41066,0
X001024,9990,10924,11732,17770,18257,14610,0
X001025,4074,3970,3863,272,3151,5116,0
X001026,153062,150213,138296,137187,147412,129954,0
X001027,62283,35669,34982,412,2107,758,0
X001028,11306,75095,25333,85359,27806,1953,0
X001029,-12,3418,3194,1851,90623,4549,0
X001030,30464,29019,27805,29583,30135,26944,1
X001031,1147,3805,120437,8414,8418,227,0
X001032,858,1095,442,2540,1456,650,0
X001033,556,235,366,418,507,398,0
X001034,64284,65582,66784,68661,70516,71931,0
X001035,-1569,-1921,-2359,-1124,0,0,0
X001036,43380,42310,46602,49803,50769,49838,0
X001037,11111,83395,79689,77030,78060,78303,0
X001038,149773,137317,124539,111524,98193,84507,0
X001039,44045,33390,20918,18578,17349,17883,0
X001040,2567,8804,-312,18017,18573,18810,0
X001041,112,-563,-688,-1426,0,0,0
X001042,1234,4006,2012,1574,570,165.3,1
X001043,55278,52943,49543,49271,49519,49375,0
X001044,90851,80927,66564,67425,68420,67603,0
X001045,16177,20451,20614,19583,20387,20040,0
X001046,26895,24727,21694,22207,17075,13569,0
X001047,162111,170600,173979,182943,181370,90685,1
X001048,42907,45803,46407,45357,46345,47209,1
X001049,3013,3284,0,0,518,2203,0
X001050,34733,30979,28413,22219,18877,17085,0
X001051,325,236,319,372,222,83,0
X001052,10023,9927,10000,123786,116798,110077,0
X001053,27934,16996,177,238,29534,0,0
X001054,70379,68588,69518,51666,50329,50726,0
X001055,1429,0,0,0,0,396,0
X001056,18791,16606,19411,20357,20450,17583,0
X001057,115054,108056,89629,69960,49859,49758,0
X001058,15848,13945,13442,14304,15890,16753,0
X001059,20192,18885,21538,29170,10630,2412,0
X001060,20450,16149,20951,6973,985,848,0
X001061,9867,11213,12944,12394,12761,13336,0
